rank,story,url,index,pos,neg,neu,comp,source,date,hour
2,"NRA exec and Trump donor says daughter and granddaughter, 2, were killed alongside nanny and pilot in private jet crash that sparked F-16 response as 'unresponsive pilot' flew over the capital
",https://www.dailymail.co.uk/news/article-12158901/NRA-director-pays-heartbreaking-tribute-daughter-granddaughter-killed-Cessna-crash.html,1,0.043,0.084,0.874,-0.9939,Daily Mail,2023-06-05,20
3,"Kanye West sports shoulder-padded top and sock-leggings to play with son Psalm, 4... while 'wife' Bianca Censori is completely hidden beneath a bizarre black dress
",https://www.dailymail.co.uk/tvshowbiz/article-12158637/Kanye-West-sports-shoulder-padded-Polizei-sock-leggings-play-son-Psalm-LA.html,2,0.096,0.095,0.809,0.0896,Daily Mail,2023-06-05,20
4,"Arnold Schwarzenegger gets candid about crushing moment he told Maria Shriver of his affair with their housekeeper and secret love child... as he reflects on demise of his marriage
",https://www.dailymail.co.uk/tvshowbiz/article-12158865/Arnold-Schwarzenegger-gets-candid-moment-told-Maria-Shriver-affair-love-child.html,3,0.159,0.087,0.755,0.9981,Daily Mail,2023-06-05,20
5,"REVEALED: GOP donor's daughter and granddaughter, two, who were killed along with their nanny in private jet crash that triggered F-16 fighter jets to scramble above Virginia and cause sonic boom
",https://www.dailymail.co.uk/news/article-12159021/Trump-MAGA-donors-family-killed-Virginia-Cessna-crash-lost-daughter.html,4,0.045,0.091,0.864,-0.9969,Daily Mail,2023-06-05,20
6,"Doubles pair are DISQUALIFIED from French Open after ball girl is struck on the shoulder by Miyu Kato shot and left in tears... with their opponents protesting to get original warning upgraded by officials
",https://www.dailymail.co.uk/sport/tennis/article-12157857/Doubles-pair-disqualified-French-Open-ball-girl-struck-Miyu-Kato.html,5,0.071,0.145,0.784,-0.9906,Daily Mail,2023-06-05,20
7,"Michael J. Fox takes a tumble on stage during a Back to the Future panel in Philadelphia... after admitting that his Parkinson's battle is getting 'harder'
",https://www.dailymail.co.uk/tvshowbiz/article-12158899/Michael-J-Fox-takes-tumble-stage-Future-panel.html,6,0.13,0.043,0.827,0.996,Daily Mail,2023-06-05,20
8,"The Idol makes its SHOCK debut: Lily-Rose Depp goes topless, stars in VERY explicit masturbation scene and poses for THAT graphic selfie in The Weeknd's controversial 'torture porn' series
",https://www.dailymail.co.uk/tvshowbiz/article-12158931/The-Idol-debuts-Euphoria-creator-Sam-Levinson-returns-sexually-charged-series.html,7,0.099,0.089,0.812,0.9859,Daily Mail,2023-06-05,20
9,"Barry Newman - best known for his roles in Vanishing Point and Petrocelli - dies at 92
",https://www.dailymail.co.uk/tvshowbiz/article-12158733/Barry-Newman-died-92-actor-best-known-work-Vanishing-Point-Petrocelli.html,8,0.094,0.047,0.86,0.9627,Daily Mail,2023-06-05,20
10,"Caps off to these A-list kids! Here's all the celebrity children who have graduated in the Class of 2023 from Harrison Ford's son Liam to Heather Locklear's daughter Ava
",https://www.dailymail.co.uk/tvshowbiz/article-12139727/Celebrity-children-graduated-year-Harrison-Fords-son-Heather-Locklears-daughter.html,9,0.178,0.029,0.793,1.0,Daily Mail,2023-06-05,20
1,Tory MP Bob Stewart charged with racially aggravated public order offence,https://www.theguardian.com/uk-news/2023/jun/05/tory-mp-bob-stewart-charged-with-two-public-order-offences,0,0.04,0.186,0.775,-0.9926,Guardian,2023-06-05,20
2,"Global ‘silver tsunami’ of older cancer patients is coming, experts warn",https://www.theguardian.com/society/2023/jun/05/global-silver-tsunami-of-older-cancer-patients-is-coming-experts-warn,1,0.062,0.179,0.759,-0.9988,Guardian,2023-06-05,20
3,"Sarah Beeny on cancer, love and survival: ‘I always assumed I would die at 39. So I was very impatient’",https://www.theguardian.com/tv-and-radio/2023/jun/05/sarah-beeny-on-cancer-love-and-survival-i-always-assumed-i-would-die-at-39-so-i-was-very-impatient,2,0.128,0.109,0.764,0.98,Guardian,2023-06-05,20
4,Wagner captures Russian commander as Prigozhin feud with army escalates,https://www.theguardian.com/world/2023/jun/05/wagner-group-release-video-of-captured-russian-commander,3,0.049,0.114,0.837,-0.9861,Guardian,2023-06-05,20
5,Rish! as prime minister makes 2017’s Maybot sound like advanced AI,https://www.theguardian.com/politics/2023/jun/05/rish-as-prime-minister-makes-2017s-maybot-sound-like-advanced-ai,4,0.109,0.117,0.774,-0.9606,Guardian,2023-06-05,20
6,Ukraine’s troops attack along front in apparent precursor to counteroffensive,https://www.theguardian.com/world/2023/jun/05/ukrainian-troops-launch-attacks-along-donetsk-frontline,5,0.081,0.125,0.794,-0.9927,Guardian,2023-06-05,20
7,Headache for legal team as Harry skips first day of phone-hacking trial,https://www.theguardian.com/uk-news/2023/jun/05/headache-for-legal-team-as-harry-skips-first-day-of-phone-hacking-trial,6,0.068,0.067,0.865,-0.6136,Guardian,2023-06-05,20
8,Bournemouth beach deaths inquest told riptide may have led to drowning ,https://www.theguardian.com/uk-news/2023/jun/05/bournemouth-beach-deaths-inquest-told-riptide-may-have-led-to-drowning,7,0.034,0.098,0.869,-0.9895,Guardian,2023-06-05,20
9,Apple reveals Vision Pro AR headset at its worldwide developers conference,https://www.theguardian.com/technology/2023/jun/05/apple-vision-pro-ar-headset-revealed-worldwide-developers-conference,8,0.122,0.027,0.852,0.9976,Guardian,2023-06-05,20
10,DJ Paul Oakenfold accused of sexual harassment by former assistant,https://www.theguardian.com/music/2023/jun/05/dj-paul-oakenfold-accused-of-sexual-harassment-by-former-assistant,9,0.08,0.109,0.811,-0.8968,Guardian,2023-06-05,20
1,What we know about Ukraine dam attack,https://www.bbc.co.uk/news/world-europe-65818705,0,0.038,0.121,0.841,-0.9942,BBC,2023-06-06,8
2,FBI agent who spied for Russia found dead in prison,https://www.bbc.co.uk/news/world-us-canada-65816862,1,0.044,0.122,0.834,-0.9925,BBC,2023-06-06,8
3,"Ukraine troops advance on eastern front, Kyiv says",https://www.bbc.co.uk/news/world-europe-65813560,2,0.077,0.117,0.806,-0.9923,BBC,2023-06-06,8
4,Inside the Taliban's drug war - opium poppy crops slashed,https://www.bbc.co.uk/news/world-asia-65787391,3,0.041,0.12,0.839,-0.9994,BBC,2023-06-06,8
5,Second plane carrying migrants arrives in California,https://www.bbc.co.uk/news/world-us-canada-65813360,4,0.038,0.037,0.925,-0.2263,BBC,2023-06-06,8
6,"Apple unveils $3,499 mixed reality headset",https://www.bbc.co.uk/news/technology-65809408,5,0.044,0.025,0.931,0.9187,BBC,2023-06-06,8
7,Can UK’s Storm Shadow missiles change Ukraine war?,https://www.bbc.co.uk/news/world-europe-65813770,6,0.095,0.078,0.827,0.9158,BBC,2023-06-06,8
8,TLC: How we made (and survived) CrazySexyCool,https://www.bbc.co.uk/news/entertainment-arts-50417292,7,0.133,0.049,0.818,0.9993,BBC,2023-06-06,8
9,Mystery Virginia plane crash debris 'highly fragmented',https://www.bbc.co.uk/news/world-us-canada-65814758,8,0.067,0.072,0.86,-0.8823,BBC,2023-06-06,8
10,Drugs and a US visa: Harry's other court case explained,https://www.bbc.co.uk/news/world-us-canada-65781119,9,0.057,0.053,0.89,-0.5592,BBC,2023-06-06,8
1,"Doubles pair are DISQUALIFIED from French Open after ball girl is struck on the shoulder by Miyu Kato shot and left in tears... with their opponents protesting to get original warning upgraded by officials
",https://www.dailymail.co.uk/sport/tennis/article-12157857/Doubles-pair-disqualified-French-Open-ball-girl-struck-Miyu-Kato.html,0,0.071,0.145,0.784,-0.9906,Daily Mail,2023-06-06,8
2,"NRA exec and Trump donor says daughter and granddaughter, 2, were killed alongside nanny and pilot in private jet crash that sparked F-16 response as 'unresponsive pilot' flew over the capital
",https://www.dailymail.co.uk/news/article-12158901/NRA-director-pays-heartbreaking-tribute-daughter-granddaughter-killed-Cessna-crash.html,1,0.043,0.084,0.874,-0.9939,Daily Mail,2023-06-06,8
3,"Taylor Swift and Matty Healy SPLIT! Singer and The 1975 rocker go their separate ways following whirlwind two-month romance - hot on the heels from her break-up with Joe Alwyn
",https://www.dailymail.co.uk/tvshowbiz/article-12161995/Taylor-Swift-Matty-Healy-SPLIT-Singer-1975-rocker-separate-ways.html,2,0.151,0.069,0.78,0.9999,Daily Mail,2023-06-06,8
4,"REVEALED: GOP donor's daughter and granddaughter, two, who were killed along with their nanny in private jet crash that triggered F-16 fighter jets to scramble above Virginia and cause sonic boom
",https://www.dailymail.co.uk/news/article-12159021/Trump-MAGA-donors-family-killed-Virginia-Cessna-crash-lost-daughter.html,3,0.045,0.091,0.864,-0.9969,Daily Mail,2023-06-06,8
5,"Kanye West sports shoulder-padded top and sock-leggings to play with son Psalm, 4... while 'wife' Bianca Censori is completely hidden beneath a bizarre black dress
",https://www.dailymail.co.uk/tvshowbiz/article-12158637/Kanye-West-sports-shoulder-padded-Polizei-sock-leggings-play-son-Psalm-LA.html,4,0.096,0.095,0.809,0.0896,Daily Mail,2023-06-06,8
6,"EXCLUSIVE: Vanderpump Rules vet Brittany Cartwright shows off stunning figure for Cupshe bikini shoot after 40lb weight loss: 'I've been working out hard'
",https://www.dailymail.co.uk/tvshowbiz/article-12150361/Vanderpump-Rules-vet-Brittany-Cartwright-shows-stunning-figure-Cupshe.html,5,0.231,0.039,0.73,0.9991,Daily Mail,2023-06-06,8
7,"Mystery epidemic of colon cancer in young people laid bare: Cases have DOUBLED in under-40s by 2030, it'll be the number one cancer killer, and experts believe bad diets or fungus is to blame
",https://www.dailymail.co.uk/health/article-12156615/Cancer-epidemic-young-people-laid-bare-colorectal-cancer-cases-40s-DOUBLED-2030.html,6,0.037,0.195,0.768,-0.9997,Daily Mail,2023-06-06,8
8,"The Idol makes its SHOCK debut: Lily-Rose Depp goes topless, stars in VERY explicit masturbation scene and poses for THAT graphic selfie in The Weeknd's controversial 'torture porn' series
",https://www.dailymail.co.uk/tvshowbiz/article-12158931/The-Idol-debuts-Euphoria-creator-Sam-Levinson-returns-sexually-charged-series.html,7,0.099,0.089,0.812,0.9859,Daily Mail,2023-06-06,8
9,"EXCLUSIVE: Gloomy Elizabeth Holmes - aka Inmate 24965-111- walks the yard in prison-issue khakis wearing her wedding band as insiders claim the Theranos fraudster has been 'twitchy' and 'nervous' as she begins 11-year sentence
",https://www.dailymail.co.uk/news/article-12153161/Elizabeth-Holmes-seen-prison-yard-federal-Texas-lockup-second-day-11-year-sentence.html,8,0.067,0.124,0.81,-0.9965,Daily Mail,2023-06-06,8
10,"Tim Scott tears into The View: Calls their comments on African-American kids 'dangerous, offensive, disgusting' - and slams them for cutting to commercial every time he responds
",https://www.dailymail.co.uk/news/article-12161273/Tim-Scott-tells-View-hosts-comments-black-kids-dangerous-offensive-disgusting.html,9,0.076,0.036,0.888,0.9827,Daily Mail,2023-06-06,8
1,Russia-Ukraine war live: evacuations under way near Kherson after destruction of dam prompts flooding,https://www.theguardian.com/world/live/2023/jun/06/russia-ukraine-war-live-dam-near-kherson-blown-up-by-russian-forces-ukrainian-military-says,0,0.039,0.146,0.815,-0.9999,Guardian,2023-06-06,8
2,"At 12, I was in Auschwitz. My parents and seven siblings were murdered. Here is how I built a life",https://www.theguardian.com/lifeandstyle/2023/jun/06/at-12-i-was-in-auschwitz-my-parents-and-seven-siblings-were-murdered-here-is-how-i-built-a-life,1,0.092,0.11,0.798,-0.9968,Guardian,2023-06-06,8
3,Hard-pressed UK shoppers feel food ‘shrinkflation’,https://www.theguardian.com/business/2023/jun/06/hard-pressed-shoppers-feel-food-shrinkflation,2,0.111,0.055,0.834,0.9917,Guardian,2023-06-06,8
4,Ducking hell! Apple to tweak autocorrect that replaces one of the most common expletives,https://www.theguardian.com/technology/2023/jun/06/ducking-hell-apple-to-tweak-autocorrect-that-replaces-one-of-the-most-common-expletives,3,0.072,0.037,0.891,0.8197,Guardian,2023-06-06,8
5,A campaign against inheritance tax led by a multimillionaire? These really are desperate times for the Tories,https://www.theguardian.com/commentisfree/2023/jun/06/inheritance-tax-multimillionaire-desperate-tories-nadhim-zahawi,4,0.129,0.087,0.784,0.9949,Guardian,2023-06-06,8
6,Lewis Capaldi ‘extremely sorry’ for cancelling gigs to rest for Glastonbury,https://www.theguardian.com/music/2023/jun/05/lewis-capaldi-extremely-sorry-for-cancelling-gigs-to-rest-for-glastonbury,5,0.149,0.048,0.804,0.9896,Guardian,2023-06-06,8
7,EHRC discord deepens after inquiry into complaints against chair paused,https://www.theguardian.com/society/2023/jun/06/ehrc-discord-deepens-after-inquiry-into-complaints-against-chair-paused,6,0.075,0.094,0.83,-0.9841,Guardian,2023-06-06,8
8,Rish! as prime minister makes 2017’s Maybot sound like advanced AI,https://www.theguardian.com/politics/2023/jun/05/rish-as-prime-minister-makes-2017s-maybot-sound-like-advanced-ai,7,0.109,0.117,0.774,-0.9606,Guardian,2023-06-06,8
9,Sunak urged to distance himself from Tories who dismiss air pollution risks,https://www.theguardian.com/environment/2023/jun/06/rishi-sunak-tories-air-pollution-ulez-expansion-scientists-letter,8,0.068,0.141,0.792,-0.9972,Guardian,2023-06-06,8
10,The Idol review – light bondage and heavy sleaze make for the ultimate try-hard TV,https://www.theguardian.com/tv-and-radio/2023/jun/05/the-idol-review-light-bondage-and-lots-of-sleaze-make-for-the-ultimate-try-hard-tv,9,0.116,0.126,0.758,-0.8912,Guardian,2023-06-06,8
1,Floods sweep region after huge Ukraine dam destroyed,https://www.bbc.co.uk/news/world-europe-65819591,0,0.048,0.158,0.793,-0.9993,BBC,2023-06-06,20
2,Canada wildfire smoke threatens health of millions,https://www.bbc.co.uk/news/world-us-canada-65828469,1,0.027,0.039,0.934,-0.8291,BBC,2023-06-06,20
3,Russia and Wagner clash over Ukraine attack claims,https://www.bbc.co.uk/news/world-europe-65825304,2,0.063,0.179,0.758,-0.9974,BBC,2023-06-06,20
4,Breaching the Kakhovka dam – who benefits?,https://www.bbc.co.uk/news/world-europe-65821052,3,0.055,0.096,0.849,-0.9819,BBC,2023-06-06,20
5,Canada serial killer's prison move sparks anger,https://www.bbc.co.uk/news/world-us-canada-65816586,4,0.063,0.221,0.717,-0.9964,BBC,2023-06-06,20
6,Hearings start in fight over Harry's US visa files,https://www.bbc.co.uk/news/world-us-canada-65794858,5,0.056,0.051,0.893,0.0041,BBC,2023-06-06,20
7,Harry: I couldn't trust anyone due to phone hacking,https://www.bbc.co.uk/news/uk-65818521,6,0.047,0.106,0.847,-0.9947,BBC,2023-06-06,20
8,Thor role was pointless acting - Anthony Hopkins,https://www.bbc.co.uk/news/uk-wales-65819559,7,0.112,0.023,0.865,0.9743,BBC,2023-06-06,20
9,How did Prince Harry handle his day in court?,https://www.bbc.co.uk/news/uk-65827802,8,0.064,0.088,0.849,-0.9741,BBC,2023-06-06,20
10,Cuba Gooding Jr settles rape case before civil trial,https://www.bbc.co.uk/news/entertainment-arts-65825715,9,0.041,0.101,0.858,-0.9649,BBC,2023-06-06,20
1,"Doubles pair are DISQUALIFIED from French Open after ball girl is struck on the shoulder by Miyu Kato shot and left in tears... with their opponents protesting to get original warning upgraded by officials
",https://www.dailymail.co.uk/sport/tennis/article-12157857/Doubles-pair-disqualified-French-Open-ball-girl-struck-Miyu-Kato.html,0,0.071,0.145,0.784,-0.9906,Daily Mail,2023-06-06,20
2,"EXCLUSIVE: Vanderpump Rules vet Brittany Cartwright shows off stunning figure for Cupshe bikini shoot after 40lb weight loss: 'I've been working out hard'
",https://www.dailymail.co.uk/tvshowbiz/article-12150361/Vanderpump-Rules-vet-Brittany-Cartwright-shows-stunning-figure-Cupshe.html,1,0.22,0.04,0.74,0.9989,Daily Mail,2023-06-06,20
3,"'Wondering if I dodged a bullet, or just lost the love of my life': Taylor Swift's voice breaks as she performs emotional breakup song during Eras Tour... amid Matty Healy split
",https://www.dailymail.co.uk/tvshowbiz/article-12162873/Taylor-Swifts-voice-breaks-emotional-breakup-song-amid-Matty-Healy-split.html,2,0.15,0.043,0.808,0.9982,Daily Mail,2023-06-06,20
4,"Prince Harry brands UK government 'rock bottom', calls Diana's butler a 'two-faced s***' and says stories that 'James Hewitt was his father' made him fear 'he'd be ousted from the Royal Family' in statement at Mirror publisher hacking case
",https://www.dailymail.co.uk/news/article-12164519/Prince-Harry-brands-government-rock-bottom-statement-Mirror-publisher-hacking-case.html,3,0.07,0.089,0.842,-0.9978,Daily Mail,2023-06-06,20
